"geonameid","group","NamE","longitude","latitude"
"2244573",2,"TiengoleL DembA DjibI",-1383695.95947913,1640176.76372864
"2244574",2,"TiengaL",-1823210.44582557,1650791.71331505
"2244575",2,"TienE TilenE",-1783170.6261969,1724603.82753054
"2244576",2,"TienenE",-1739093.72630306,1683985.01054229
"2244577",2,"TienenE",-1734449.41850473,1646702.28919495
"2244579",2,"TienekolI DioP",-1749036.68938745,1682581.72783665
"2244580",2,"TienekolI DiagnE",-1750848.62312764,1682627.24137919
"2244581",2,"TienebA",-1792608.14636916,1681818.40658009
"2244582",2,"TienebA",-1833029.83831695,1636067.26035606
"2244583",2,"TienebA",-1754104.66699018,1615400.12454377
"2244584",2,"TiendiegnE",-1768538.81205332,1655021.14834648
"2244585",2,"TienabA",-1828460.90211043,1654670.15356505
"2244586",2,"TiempinG",-1425173.34578283,1739762.82767388
"2244587",2,"TiemmbaR PeuL",-1752220.79234182,1727538.49789027
"2244588",2,"TiemenE",-1725123.55209743,1694380.49669126
"2244590",2,"TielemanE",-1780464.36418782,1774485.64087653
"2244599",2,"TiekognE",-1649424.5050496,1736527.88790994
"2244602",2,"TiekienE",-1693174.11830512,1556057.97782122
"2244604",2,"TiekhA GayE",-1797936.3750197,1719379.60110164
"2244605",2,"TiekenE BairaT",-1754011.55035004,1763115.70135913
"2244606",2,"TiekenE",-1751839.86397077,1735007.74418813
"2244607",2,"TiekenE",-1775740.38338622,1728151.04985886
"2244608",2,"TiekenE",-1738076.99988468,1646790.65555534
"2244609",2,"TiekenE",-1588928.10998873,1568717.508132
"2244610",2,"TiekenE",-1609545.95004611,1554234.57361145
"2244611",2,"TiekenE",-1695971.46630875,1533709.01628642
"2244612",2,"TiekanE",-1781926.00779598,1677803.54406858
"2244613",2,"TiehubessI",-1562655.28138146,1450738.85997818
"2244622",2,"TibelI MaeL",-1774871.38038895,1599072.77201311
"2244623",2,"TibaR FaL",-1784796.09408344,1692842.4643628
"2244625",2,"TiayerE",-1774907.35022205,1778639.28110723
"2244626",2,"TiavenE",-1783939.37972412,1709657.52165087
"2244627",2,"TiavenE",-1756652.96656817,1675293.43649379
"2244628",2,"TiavenE",-1735634.28628982,1659815.70276304
"2244629",2,"TiavandoU",-1750576.86003377,1574188.36972224
"2244630",2,"TiavalI",-1664163.51541788,1741738.47579669
"2244632",2,"TiatiorI",-1484809.89604245,1533070.57715428
"2244634",2,"TiatiaO",-1806704.71209736,1654112.36389176
"2244635",2,"TiatiaO",-1797825.74297933,1650145.07600871
"2244636",2,"TiatiaO",-1779784.69784437,1647820.41131742
"2244637",2,"TiatgoL BoedI",-1684655.63877538,1727992.42966181
"2244638",2,"TiaT NgoL",-1722205.61966155,1763007.74564411
"2244640",2,"TiataminE",-1517898.03652517,1427542.24901789
"2244641",2,"TiaskI NdialaL",-1622974.70378651,1744124.4487263
"2244648",2,"TiaR TioloR",-1801139.03065075,1696297.43200804
"2244649",2,"TiaR SodI",-1769457.46229966,1709281.88424852
"2244650",2,"TiaR SeK",-1784931.87551263,1760199.47859089
"2244651",2,"TiaroyE GuedJ",-1891534.67939598,1655483.33654685
"2244652",2,"TiaramaleL",-1364099.56139367,1408830.10525516
"2244653",2,"TiarkhandaM",-1806910.9061388,1685930.33397497
"2244654",2,"TiarI MbayE",-1796126.39609385,1719331.81875032
"2244655",2,"TiarignE",-1782297.59735943,1741418.79845818
"2244656",2,"TiarhaR",-1781598.42144079,1647865.76742453
"2244657",2,"TiaR HaL",-1749812.26419228,1774225.08704485
"2244658",2,"TiargnI",-1530577.46740866,1704727.91960116
"2244659",2,"TiargnI",-1661884.91767176,1699678.40698678
"2244660",2,"TiarenE SaR",-1791339.37014153,1741659.37528507
"2244661",2,"TiarenE MataR PanE",-1775494.69562377,1546726.61570464
"2244662",2,"TiarenE GuissA",-1768050.11417054,1550292.39965389
"2244663",2,"TiarenE BaboU",-1773590.36310377,1548552.47084655
"2244664",2,"TiarenE AlassanE",-1759298.62415289,1542612.08711461
"2244665",2,"TiarenE",-1782389.48948002,1774007.85161583
"2244666",2,"TiarenE",-1461860.23519933,1759775.80310346
"2244667",2,"TiarenE",-1743071.24119411,1764697.39738311
"2244668",2,"ThiarenE",-1737193.40477255,1727592.39118815
"2244669",2,"ThiarenE",-1737587.56484541,1721926.6528803
"2244670",2,"TiarenE",-1819651.53989182,1719956.77423381
"2244671",2,"TiarenE",-1734909.35338444,1674751.1723964
"2244672",2,"TiarenE",-1621560.55271866,1571281.5132084
"2244673",2,"TiarenE",-1752994.41845755,1561159.22024318
"2244674",2,"TiarenE",-1745417.04047153,1527340.65566058
"2244675",2,"TiarE DjilasseM",-1770260.63876978,1619531.37312259
"2244676",2,"TiarE DiomoyE",-1746508.54113902,1733000.4043993
"2244680",2,"TiaR DroP",-1755720.68349376,1765031.53248609
"2244682",2,"TiaraO KeuR MadialE",-1727124.05351794,1569905.96157386
"2244684",2,"TiarA DimbA BiE",-1672856.12824531,1477196.77002771
"2244691",2,"TiaR MoussE DioP",-1781104.49158931,1776062.26863386
"2244694",2,"TiaounE",-1840578.07973754,1666217.93648282
"2244695",2,"TiaoulE",-1558869.04286416,1454394.39539154
"2244696",2,"TiaouanE",-1778126.59515328,1716989.41769284
"2244698",2,"TiankoyE",-1386489.26901479,1402469.11527385
"2244700",2,"TiankoU",-1515532.88384892,1442399.80069789
"2244701",2,"TiankonE ModI MakA",-1453295.69106181,1739284.65335013
"2244702",2,"TiankonE HirayE",-1453713.52552566,1740004.18266249
"2244703",2,"TiankonE BogueL",-1451850.00651912,1736558.96459069
"2244705",2,"TianiatO",-1380687.02795767,1676947.92294444
"2244707",2,"TianguE",-1352088.42397096,1382954.2590725
"2244708",2,"TiangoL SirE",-1445517.69071689,1608632.74761384
"2244712",2,"TiangayE",-1641083.87705816,1849847.40674348
"2244713",2,"TiangA KeuR SerinG LayenE",-1715072.49625281,1554682.64649367
"2244714",2,"TianfarA KobA",-1537273.70339365,1446530.38013316
"2244715",2,"TiandiagnE",-1756481.51728799,1641632.69498002
"2244716",2,"TiandenE",-1820704.4301008,1628267.63403784
"2244717",2,"TiandA TissE",-1774719.91537036,1563538.00109539
"2244718",2,"TiambalediE",-1640859.97995685,1788200.53387094
"2244719",2,"TiambalediE",-1635246.98933308,1788283.86753573
"2244720",2,"TiamrousS",-1828065.51775628,1697716.29439047
"2244722",2,"TiamenE OualO",-1739293.43385014,1542153.74762951
"2244723",2,"TiamenE DiaforI",-1761031.76271046,1544520.79776204
"2244724",2,"ThiamenE",-1685663.61591552,1715428.65466062
"2244725",2,"ThiamenE",-1729270.24283328,1689695.31847237
"2244726",2,"TiamenE",-1816445.78538635,1676820.80962108
"2244727",2,"TiamenE",-1762549.91942078,1666091.93050462
"2244728",2,"TiamenE",-1741662.81620207,1570242.41615662
"2244729",2,"TiamenE",-1680202.97253801,1561370.62239876
"2244730",2,"TiamenE",-1782249.71149373,1558105.41002091
"2244731",2,"TiamenE",-1769525.60723802,1557806.27319767
"2244732",2,"TiamenE",-1761370.06830769,1537051.38545256
"2244733",2,"TiambenE",-1767878.98127198,1774707.70353095
"2244734",2,"TiambenE",-1757039.20599892,1774417.52245504
"2244735",2,"TiambenE",-1712272.66737459,1616271.26797781
"2244737",2,"TiambaK",-1754125.44258065,1725717.40366998
"2244738",2,"TiamanE",-1810460.51487879,1614910.43984307
"2244745",2,"TialoG NianE",-1750222.26934678,1731226.27588155
"2244749",2,"TialgouF",-1748109.24842281,1701254.60072425
"2244750",2,"TialgoU",-1742398.0704064,1706718.57058265
"2244751",2,"TiaL GniK",-1794891.5500356,1672522.4408753
"2244752",2,"TialenE",-1663273.93260965,1574063.37513965
"2244753",2,"TialenE",-1705816.04598652,1558210.26161976
"2244754",2,"TialenE",-1610248.71468231,1492697.37054809
"2244764",2,"TialboL",-1555248.13700654,1748898.61042821
"2244765",2,"TialanE",-1732320.70828186,1575632.19391047
"2244766",2,"TialagA",-1564517.29131299,1843521.64658953
"2244773",2,"TiakO DjiganE",-1762339.43491603,1555768.35849703
"2244775",2,"TiakmaR",-1761008.47585678,1623045.35329256
"2244777",2,"TiakalaR",-1758704.35690804,1594944.21896136
"2244779",2,"TiahitoU",-1785737.89620236,1674158.64153014
"2244783",2,"TiafenA",-1581310.55159438,1439913.54531493
"2244785",2,"TiadiE BaboU",-1720309.73790767,1599644.01526149
"2244786",2,"TiadiayE",-1819443.31850314,1617006.53052637
"2244790",2,"TiabogueL",-1672235.69193539,1743944.80744973
"2244793",2,"TiabedjI",-1359627.07965922,1408244.65645312
"2244795",2,"ThioyenE",-1623987.87023576,1599320.95245751
"2244797",2,"ThilognE",-1480982.70244381,1777770.08426677
"2244798",2,"ThillE BoubakaR",-1632166.21725941,1847749.59848531
"2244799",2,"ThieS NoneS",-1846399.61947945,1658879.95938904
"2244808",2,"ThiariakH MouridE",-1596430.06361397,1606178.64814095
"2244809",2,"ThiamenE",-1723802.21600227,1733665.27573604
"2244811",2,"TevE KeuR MassE",-1727374.18668519,1642793.06825566
"2244813",2,"TeuptaL",-1785652.94957341,1711573.43861915
"2244814",2,"TeunguE",-1765369.04854581,1645591.23266353
"2244818",2,"TeuguE NdioguY",-1784785.74225402,1728388.89039294
"2244819",2,"TeudeU BitI",-1716506.6696171,1603292.69003003
"2244820",2,"TeuD BitI",-1754445.091012,1789311.12267309
"2244821",2,"TetiouR",-1785844.52646308,1707835.91792737
"2244825",2,"Teterle-DiavedI",-1608428.55292899,1776645.85440836
"2244829",2,"TessekrE",-1633646.36688517,1768933.99149039
"2244831",2,"TerenoU",-1704455.16486625,1418103.7699756
"2244833",2,"TeranbassI",-1725883.35094411,1406713.34613989
"2244834",2,"TeouroU KossoM",-1746313.20582128,1626428.77424579
"2244835",2,"TeouroU",-1744765.17535595,1620783.38963011
"2244836",2,"TeouroU",-1741399.16682269,1615094.83430134
"2244838",2,"TennkolI",-1523502.03536429,1567362.17651087
"2244839",2,"TennkolI",-1518049.73557303,1567251.87660016
"2244840",2,"TennkolI",-1599408.09082264,1535369.66100636
"2244842",2,"TenndimanE",-1784984.58730325,1430853.0729565
"2244844",2,"TenE ToubaB",-1846104.64421416,1628913.77978198
"2244845",2,"TenefouL",-1760560.32222841,1632384.20028956
"2244846",2,"TenE FodE",-1734489.1102786,1607453.48839234
"2244847",2,"TendouK",-1802576.24091346,1427120.30256809
"2244851",2,"TenantO SambA",-1618424.88135246,1423850.60381596
"2244852",2,"TemkilaM IlO",-1608804.45562117,1436718.28851649
"2244853",2,"TemintO ModI",-1506030.02122102,1501820.60750151
"2244855",2,"TemeyE SalanE",-1707613.09134366,1829093.49835931
"2244857",2,"TementO SambA",-1559360.35164719,1441357.88234759
"2244858",2,"TementO MetA",-1564689.82243445,1445186.53506415
"2244859",2,"TementO ElI",-1584458.05238837,1453024.65542722
"2244860",2,"TementO DimbA",-1561602.04346763,1430218.48009544
"2244861",2,"TementO DiaE",-1569947.11782631,1450879.02948792
"2244863",2,"TemassoU",-1523517.96690091,1520787.33946041
"2244864",2,"TemantO SprI",-1649381.75790015,1515898.71953156
"2244865",2,"TemantO ManfoU",-1669823.68334395,1462200.52252464
"2244866",2,"TemantO MamadoU",-1640591.85672526,1508248.52890702
"2244867",2,"TemantO",-1545718.99312495,1511908.24864911
"2244868",2,"TemantO",-1509037.45662093,1470216.17982528
"2244869",2,"TemantO",-1506349.39832443,1444092.15802514
"2244870",2,"TemantO",-1675270.24705491,1444828.23111876
"2244871",2,"TemantO",-1518032.51015132,1423819.99194837
"2244872",2,"TemantO",-1716001.95695572,1403397.9650962
"2244873",2,"TemantO",-1747404.45069921,1394700.80867151
"2244878",2,"TekingueL",-1426715.93190287,1708044.3685443
"2244879",2,"TekinngueL",-1497661.11186154,1708407.61114231
"2244880",2,"TeK BanG HadjI",-1714590.1852943,1644353.01385296
"2244884",2,"TedI DieyE",-1726272.81454484,1588571.79497365
"2244888",2,"TchissE ModoU KossaS",-1705698.03647864,1640403.87966253
"2244889",2,"TchissE MissirA",-1738624.14749703,1672973.60576471
"2244890",2,"TchissE KeuR MoR",-1709412.89978919,1638623.76628315
"2244891",2,"TchissE KeuR AmaR RhoulE",-1703971.34225964,1638494.17586523
"2244892",2,"TchissE",-1734180.79396523,1652303.09560664
"2244893",2,"TchinnguE",-1722988.0787099,1620262.53649718
"2244894",2,"TchinkoR",-1439658.88507846,1420565.43398439
"2244900",2,"TchianmanE",-1782401.58949483,1593644.03591829
"2244901",2,"TchenekE",-1768399.07815217,1582087.78852356
"2244903",2,"TyabourlI",-1507278.89029925,1796435.13102627
"2244904",2,"TchabourlI",-1356539.66110972,1629536.25561417
"2244905",2,"TchabougueL",-1735029.53231333,1705676.10694333
"2244906",2,"TchabougueuL",-1714797.60027013,1677992.78297447
"2244907",2,"TchabougueL",-1704817.37790559,1659065.96632769
"2244908",2,"TayebatoU",-1637562.75815024,1493258.43653869
"2244909",2,"TayebatoU",-1511341.54825845,1457221.66688956
"2244914",2,"TataguinE",-1811999.946883,1620562.67504267
"2244916",2,"TatA BatchilI",-1370574.64833095,1660835.16242374
"2244918",2,"TasseT OuoloF",-1836564.40763138,1638030.18475982
"2244919",2,"TarhouM",-1842663.84434538,1625080.40731507
"2244923",2,"TapounaM",-1768882.87581121,1456085.10238378
"2244924",2,"TapilanE",-1760929.06027336,1421146.4046594
"2244925",2,"TaouroU GarI",-1732149.27275921,1618611.50875698
"2244930",2,"TaouA GueyE",-1793832.11001982,1728628.01442509
"2244931",2,"TaouA GoU",-1790479.93306854,1651829.74690793
"2244932",2,"TaouA FaL",-1799949.70860852,1680136.10452426
"2244948",2,"TantadjI",-1503128.10416672,1795974.65454689
"2244950",2,"TanpidarA",-1534683.87079584,1756924.04481747
"2244953",2,"TankoroN",-1763319.22484765,1451104.27607065
"2244955",2,"TankantoN PeuL",-1644914.71288439,1432643.09909961
"2244956",2,"TankantO",-1645881.52792149,1434373.01691296
"2244957",2,"TankantO",-1690691.15275741,1406091.46672599
"2244959",2,"TanguiS",-1844196.04116803,1630736.48785809
"2244960",2,"TangouT",-1770568.31899161,1433627.17285399
"2244961",2,"TangorI",-1774359.36628718,1433894.92120181
"2244966",2,"TandinE",-1766644.94237281,1458654.14562295
"2244967",2,"TandinE",-1794819.19455052,1450483.71885472
"2244968",2,"TandA MbaR",-1742257.70640736,1557172.71323334
"2244969",2,"TandA BoudayE",-1743990.07676141,1559082.08652323
"2244970",2,"TanbouyE",-1793491.81720158,1470465.77730801
"2244971",2,"TanbokolE",-1298381.15829418,1384813.60100133
"2244972",2,"TambanoumouyA",-1360147.15177776,1429454.74118137
"2244973",2,"TanbandinG",-1573167.87647991,1508728.76900525
"2244974",2,"TanbanandinG",-1703449.01270289,1397541.2735002
"2244975",2,"TanbanabA",-1702630.50291155,1418066.48894503
"2244976",2,"TanbakoundA",-1750292.02162672,1413447.67109886
"2244977",2,"TanbakoumbA",-1774630.05009166,1399004.66927178
"2244980",2,"TamindalA",-1508342.62615384,1488827.01103143
"2244982",2,"TambalA",-1402311.18689996,1530356.68066376
"2244983",2,"TambakoundA",-1727504.7626513,1478360.05674871
"2244984",2,"TambakoundA",-1807984.1812105,1472660.93135612
"2244985",2,"TambA KoundA",-1497434.01566739,1438342.43859185
"2244986",2,"TambA II",-1493976.29409727,1531386.49107726
"2244987",2,"TambA I",-1492086.57774586,1533211.33933574
"2244991",2,"TambacoundA",-1491999.35709833,1537388.479279
"2244995",2,"TamassanssaN",-1552757.58687293,1422597.91858538
"2244996",2,"TamassankA",-1634040.04366015,1444678.33524961
"2244999",2,"TaltaL PoutE",-1686601.21857025,1660496.37627841
"2245005",2,"TalinkouloU",-1661687.59991987,1424643.56781247
"2245006",2,"TalimangO",-1417836.76446437,1541824.46742096
"2245007",2,"TalikourtO",-1684461.16330163,1415830.25686437
"2245008",2,"Taliko-FoulbE",-1407455.2843691,1551572.06188694
"2245011",2,"TalibouloU",-1493146.98941849,1505298.84478103
"2245013",2,"TalibadjI",-1377187.46207361,1557747.95374685
"2245015",2,"TalenE GayE",-1799216.66256909,1717546.21839882
"2245019",2,"TaL DioP",-1758156.41622187,1787540.23744738
"2245020",2,"TaL BaklE",-1756152.34240084,1791226.63383971
"2245021",2,"TakoyeL",-1525420.61362252,1817576.04149927
"2245023",2,"TakoutalA",-1334755.52012624,1577241.22746069
"2245028",2,"TakhembeuT",-1762671.07545548,1795581.02038534
"2245029",2,"TakhbeuT",-1752541.2823692,1791129.45543077
"2245031",2,"TainangO",-1849732.89038853,1629006.83871869
"2245032",2,"TainabE",-1737897.65589297,1650524.34635745
"2245033",2,"TaiF TiekenE",-1601392.20420397,1617478.65257376
"2245034",2,"TaiF NganadO",-1728002.43878821,1719910.36474561
"2245036",2,"TaiF DioP",-1726039.5745388,1685005.83793675
"2245037",2,"TaiF DiangoU",-1703357.31829427,1651557.42127994
"2245038",2,"TaifalI",-1593789.30100027,1681205.65101651
"2245045",2,"TaibA SintiE",-1837703.61776461,1686738.04282958
"2245046",2,"TaibA SinguE",-1735457.22746454,1715848.94493697
"2245047",2,"TaibA SeyE",-1760499.8159544,1742714.6580845
"2245048",2,"TaibA RhabE",-1834081.31021792,1686642.28994477
"2245049",2,"TaibA NdioufenE",-1633958.7877221,1579015.34755489
"2245050",2,"TaibA NdioufenE",-1747965.53903021,1551697.02547896
"2245051",2,"TaibA NdiayE",-1835431.99670269,1687101.48638832
"2245052",2,"TaibA NdiA",-1820822.10222262,1697524.72265277
"2245053",2,"TaibA NdaO",-1771426.56908496,1670054.96948352
"2245054",2,"TaibA MoutoufA",-1773793.77560895,1658892.70012263
"2245055",2,"TaibA MbayE",-1835278.02426056,1685243.8434404
"2245056",2,"TaibA MaR",-1801165.55186146,1726950.98089335
"2245057",2,"TaibA MamA",-1718457.63525249,1560364.332755
"2245058",2,"TaibA KaloM",-1775051.72661183,1670146.52924926
"2245059",2,"TaibA DiaO",-1822643.42799262,1662007.85323866
"2245060",2,"TaibA DakaR",-1771519.1926976,1668186.64218168
"2245061",2,"TaibA BeP",-1778582.66845059,1672106.77975612
"2245062",2,"TaibA BaenE",-1758959.42660915,1550081.29872807
"2245063",2,"TaibA AmarI MberI",-1796046.09613733,1731463.33684567
"2245073",2,"TaG GueyE",-1635046.11894231,1595834.07359812
"2245074",2,"TagA KatI",-1629543.97775826,1554661.92560815
"2245079",2,"TabayeL SanbA",-1647023.70081896,1439340.90416445
"2245080",2,"TabayeL DiaourE",-1581745.58636998,1521953.22526864
"2245081",2,"TabayeL BouraimA",-1583373.78524499,1480968.48505523
"2245082",2,"TabayeL",-1713714.88157113,1459383.79002511
"2245083",2,"TabasseyE MandinguE",-1583063.35584587,1441811.93231337
"2245084",2,"TabasseyE",-1645493.52864514,1431846.34481371
"2245086",2,"TabandinntO",-1612594.84559873,1433062.85609314
"2245087",2,"TabandinG OuoloF",-1573167.87647991,1508728.76900525
"2245088",2,"TabandinG",-1793936.63584437,1541547.71875766
"2245089",2,"TabandI",-1462206.14957946,1553115.3025704
"2245090",2,"TabandI",-1548845.52721972,1525015.79273581
"2245091",2,"TabandI",-1470707.75650512,1471366.77729518
"2245095",3,"TabakotO",-1428408.74559598,1481766.96686007
"2245096",2,"TabakalI",-1752554.25000086,1609754.22695496
"2245097",2,"TabadinntO",-1540125.30467347,1418637.27448406
"2245098",2,"TabadiaN",-1558017.54040518,1523335.78617461
"2245099",2,"TabadiaN",-1470640.34790485,1473227.43447972
"2245100",2,"TabadiaN",-1690667.3231217,1418164.75580276
"2245101",2,"TabadialenE",-1651839.06284684,1543946.23880331
"2245105",2,"SumA KundA BakarY",-1585049.33623802,1484730.24437767
"2245111",2,"SubikourotO",-1731928.80194547,1422686.41495795
"2245113",2,"SoudoutA",-1388087.65366575,1538733.87308322
"2245114",2,"SoutourE",-1546388.63896033,1446702.31552007
"2245115",2,"SoutoukoundI",-1537782.38552655,1528521.39356677
"2245116",2,"SoutoubA DimabA",-1519951.03409967,1518854.13742754
"2245118",2,"SoutoubA",-1521770.05393961,1518889.74686556
"2245120",2,"SoussoutoU",-1633672.01090601,1453998.62848772
"2245121",2,"SoussouM SandA",-1825774.74925954,1635882.22820234
"2245122",2,"SoussanE",-1832240.5754497,1615456.03650487
"2245126",2,"SouroundoU",-1309682.28729656,1498631.52370234
"2245128",2,"SouroukotO",-1261221.44112151,1476063.11639595
"2245132",2,"SourieL SaliF",-1514491.77887337,1518747.52908791
"2245133",2,"SourieL NdiobO",-1505873.77401855,1457120.00020177
"2245134",2,"SoureL MoulayE",-1560479.93410269,1460016.43529816
"2245135",2,"SourayE",-1511919.75273915,1816650.96787475
"2245138",2,"SouN WoloF",-1855755.63379036,1650263.69517263
"2245139",2,"SouN SereR",-1857809.8279656,1650908.43888094
"2245141",2,"SoundoutouroU",-1319432.0138527,1476791.14090683
"2245142",2,"SoumtokolO",-1323168.19756331,1486855.6750847
"2245144",2,"SoumoukoundA",-1734317.26011739,1394588.01829535
